"Year","Period","State","Commodity","Type","Production","Chemical","Materials","Unit","Value"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","26"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","30"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(ORYZALIN = 104201)"," AVG","24"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(PARAQUAT = 61601)"," AVG","14"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(SIMAZINE = 80807)"," AVG","26"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(TOTAL)"," AVG","66"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(ACETAMIPRID = 99050)"," AVG","14"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(DIAZINON = 57801)"," AVG","26"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(MALATHION = 57701)"," AVG","40"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(PHOSMET = 59201)"," AVG","23"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(SPINETORAM = 110007)"," AVG","3"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(TOTAL)"," AVG","77"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","41"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","OTHER","(GIBBERELLIC ACID = 43801)"," AVG","6"
2017,"YEAR","GEORGIA","BLUEBERRIES","BEARING","TREATED","OTHER","(TOTAL)"," AVG","10"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","",""," ","ACRES HARVESTED","8,800"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN LB","32,910,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN $","68,229,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN LB","25,650,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN LB","100,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN $","5,298,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN LB","7,160,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN $","73,527,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","PRODUCTION",""," "," MEASURED IN LB","32,810,000"
2017,"YEAR","GEORGIA","BLUEBERRIES","TAME","YIELD",""," "," MEASURED IN LB / ACRE","3,730"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","",""," ","ACRES HARVESTED","17,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN LB","67,800,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN $","770,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN LB","350,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN LB","150,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN $","16,791,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN LB","67,300,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN $","17,561,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","PRODUCTION",""," "," MEASURED IN LB","67,650,000"
2017,"YEAR","MAINE","BLUEBERRIES","WILD","YIELD",""," "," MEASURED IN LB / ACRE","3,980"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," MEASURED IN LB","4,100"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," MEASURED IN LB","1,200"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," MEASURED IN LB","14,000"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," MEASURED IN LB","12,900"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CHLOROTHALONIL = 81901)"," MEASURED IN LB","1,800"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," MEASURED IN LB","3,400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," MEASURED IN LB","400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," MEASURED IN LB","1,900"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," MEASURED IN LB","1,400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUOPYRAM = 80302)"," MEASURED IN LB","800"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(METCONAZOLE = 125619)"," MEASURED IN LB","1,200"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," MEASURED IN LB","5,300"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROPICONAZOLE = 122101)"," MEASURED IN LB","1,400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," MEASURED IN LB","600"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRIMETHANIL = 288201)"," MEASURED IN LB","2,400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(TOTAL)"," MEASURED IN LB","72,000"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(ZIRAM = 34805)"," MEASURED IN LB","16,600"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," MEASURED IN LB","200"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," MEASURED IN LB","16,100"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," MEASURED IN LB","400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," MEASURED IN LB","1,100"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," MEASURED IN LB","1,400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(HEXAZINONE = 107201)"," MEASURED IN LB","1,100"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," MEASURED IN LB","700"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," MEASURED IN LB","15,800"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," MEASURED IN LB","2,300"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PENDIMETHALIN = 108501)"," MEASURED IN LB","1,900"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," MEASURED IN LB","6,100"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SULFENTRAZONE = 129081)"," MEASURED IN LB","200"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TERBACIL = 12701)"," MEASURED IN LB","2,300"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TOTAL)"," MEASURED IN LB","51,700"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ACETAMIPRID = 99050)"," MEASURED IN LB","1,200"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," MEASURED IN LB","1,800"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(DIAZINON = 57801)"," MEASURED IN LB","1,500"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," MEASURED IN LB","500"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," MEASURED IN LB","900"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(IMIDACLOPRID = 129099)"," MEASURED IN LB","1,400"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," MEASURED IN LB","9,600"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," MEASURED IN LB","15,800"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," MEASURED IN LB","2,200"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(PHOSMET = 59201)"," MEASURED IN LB","38,900"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM = 110007)"," MEASURED IN LB","0"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(TOTAL)"," MEASURED IN LB","75,700"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," MEASURED IN LB","1,000"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(REYNOUTRIA SACHALINE = 55809)"," MEASURED IN LB","300"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(TOTAL)"," MEASURED IN LB","900"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","0.182"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","0.327"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," AVG","1.631"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","2.154"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CHLOROTHALONIL = 81901)"," AVG","2.692"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","0.282"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," AVG","0.089"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","0.094"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","0.201"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUOPYRAM = 80302)"," AVG","0.135"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(METCONAZOLE = 125619)"," AVG","0.078"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," AVG","1.68"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROPICONAZOLE = 122101)"," AVG","0.162"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","0.166"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRIMETHANIL = 288201)"," AVG","0.406"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(ZIRAM = 34805)"," AVG","2.73"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","0.109"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","2.192"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","0.295"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","0.964"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," AVG","1.465"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(HEXAZINONE = 107201)"," AVG","1.089"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," AVG","0.156"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," AVG","2.405"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," AVG","0.566"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PENDIMETHALIN = 108501)"," AVG","2.468"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," AVG","1.945"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SULFENTRAZONE = 129081)"," AVG","0.165"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TERBACIL = 12701)"," AVG","0.549"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ACETAMIPRID = 99050)"," AVG","0.097"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","0.086"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(DIAZINON = 57801)"," AVG","0.5"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","0.044"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","0.292"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(IMIDACLOPRID = 129099)"," AVG","0.092"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","1.555"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","0.793"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," AVG","0.193"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(PHOSMET = 59201)"," AVG","0.869"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM = 110007)"," AVG","0.077"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","0.025"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(REYNOUTRIA SACHALINE = 55809)"," AVG","0.099"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","0.373"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","0.418"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," AVG","2.372"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","3.804"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CHLOROTHALONIL = 81901)"," AVG","2.692"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","0.479"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," AVG","0.116"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","0.153"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","0.266"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUOPYRAM = 80302)"," AVG","0.163"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(METCONAZOLE = 125619)"," AVG","0.126"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," AVG","2.733"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROPICONAZOLE = 122101)"," AVG","0.253"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","0.212"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRIMETHANIL = 288201)"," AVG","0.49"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(ZIRAM = 34805)"," AVG","3.17"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","0.198"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","2.904"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","0.299"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","1.251"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," AVG","1.976"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(HEXAZINONE = 107201)"," AVG","1.129"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," AVG","0.181"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," AVG","2.611"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," AVG","0.708"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PENDIMETHALIN = 108501)"," AVG","2.51"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," AVG","2.762"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SULFENTRAZONE = 129081)"," AVG","0.215"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TERBACIL = 12701)"," AVG","0.587"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ACETAMIPRID = 99050)"," AVG","0.176"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","0.16"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(DIAZINON = 57801)"," AVG","0.621"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","0.053"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","0.461"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(IMIDACLOPRID = 129099)"," AVG","0.187"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","2.421"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","1.34"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," AVG","0.224"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(PHOSMET = 59201)"," AVG","2.221"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM = 110007)"," AVG","0.101"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","0.059"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(REYNOUTRIA SACHALINE = 55809)"," AVG","0.167"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","2"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","1.3"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," AVG","1.5"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","1.8"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CHLOROTHALONIL = 81901)"," AVG","1"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","1.7"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," AVG","1.3"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","1.6"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","1.3"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUOPYRAM = 80302)"," AVG","1.2"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(METCONAZOLE = 125619)"," AVG","1.6"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," AVG","1.6"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PROPICONAZOLE = 122101)"," AVG","1.6"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","1.3"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRIMETHANIL = 288201)"," AVG","1.2"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(ZIRAM = 34805)"," AVG","1.2"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","1.8"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","1.3"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","1"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","1.3"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," AVG","1.3"
2017,"YEAR","MICHIGAN","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(HEXAZINONE = 107201)"," AVG","1"
